Table Number,Move,Clues,Mystery Word,Guess,Mode,Language,End,Success,Is_Turn_based,Is_Real_time,Turn_based_effect,Real_time_effect,language_german,language_french,friendly_mode,end_infinite,average_originality,min_originality,max_originality,unique_clues_count,clue_count,Unique_Clues,contains_mystery_root,contains_mystery_stem,contains_mystery_stem_or_substring,unique_clues_squared,unique_clues_originality_interaction
466084384,66,"Cowboy, Film, Great, Trail",Western,Western,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,64.35091160237789,49.126964807510376,75.5896046757698,4,4,"cowboy, trail, great, film",False,False,False,16,257.40364640951157
466086694,10,"Theatre, Film, Fancy, Movie",Cinema,Cinema,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,42.768190801143646,25.775521993637085,73.07307124137878,4,4,"film, fancy, movie, theatre",False,False,False,16,171.07276320457458
466086694,11,"Theatre, Film, Fancy, Movie",Cinema,Cinema,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,42.768190801143646,25.775521993637085,73.07307124137878,4,4,"film, fancy, movie, theatre",False,False,False,16,171.07276320457458
466086694,57,"barley, rye, Wheat, Sand",Grain,Grain,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,40.41088446974754,23.899948596954346,63.82497847080231,4,4,"barley, sand, rye, wheat",False,False,False,16,161.64353787899017
466105020,15,"Choices, Desserts, Food, Selection",Menu,Menu,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,51.807862520217896,49.705970287323,53.785017132759094,4,4,"choices, desserts, selection, food",False,False,False,16,207.23145008087158
466105020,20,"Comfort, silk, larvae, larva",Cocoon,Pillow,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,59.04913321137428,48.306941986083984,72.70706295967102,4,4,"silk, larva, comfort, larvae",False,False,False,16,236.19653284549713
466105020,5,"roll, shape, Spiral, Electro",Coil,coil,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,66.97167307138443,59.27986800670624,73.81612062454224,4,4,"electro, roll, spiral, shape",False,False,False,16,267.8866922855377
466190211,68,"Cheap, Recyclable, Surgery, Bag, ban, doll",Plastic,plastic,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,60.78872183958689,44.49428915977478,80.6867778301239,6,6,"bag, cheap, recyclable, doll, surgery, ban",False,False,False,36,364.73233103752136
466237768,18,"diadem, Pointy, Tiara, Headwear, King, King",Crown,Crown,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,61.820568442344666,51.10048055648804,78.90268862247467,5,6,"pointy, tiara, headwear, diadem, king",False,False,False,25,301.161194841067
466454569,61,"Tumbler, Goggles, Champagne, Tankards, Spectacles, Spectacles",Glasses,glass,Normal mode,English,Standard,0,0,1,0,1,0,0,0,0,50.7943719625473,34.93748903274536,66.43067002296448,5,6,"tankards, tumbler, goggles, spectacles, champagne",False,False,False,25,245.75871974229813
466481142,16,"Forcefield, Defense, Knight, Lance",Shield,Shield,Normal mode,English,Standard,1,1,0,8,0,0,0,0,0,61.08931750059128,59.24715995788574,62.681180238723755,4,4,"knight, forcefield, lance, defense",False,False,False,16,244.3572700023651
466481142,42,"Waterwheel, Brook, grain, wheat",Mill,mill,Normal mode,English,Standard,0,1,0,8,0,0,0,0,0,60.2688267827034,55.2984893321991,66.67284667491913,4,4,"waterwheel, brook, grain, wheat",False,False,False,16,241.0753071308136
466562253,30,"unicorn, narwhal, Instrument, French, trumpet, brass",Horn,horn,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,57.75665640830994,32.746779918670654,77.92850136756897,6,6,"brass, unicorn, narwhal, instrument, trumpet, french",False,False,False,36,346.5399384498596
466562253,76,"approve, envelope, foot, extinguishing, mail, payment",Stamp,Stamp,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,76.3341433989505,50.96727013587952,99.10918902605772,6,6,"payment, foot, mail, envelope, approve, extinguishing",False,False,False,36,458.004860393703
466570074,36,"top, ache, Skull, Think, Principal, Cranium",Head,Head,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,61.4584227403005,49.77085590362549,70.56574523448944,6,6,"cranium, skull, principal, think, ache, top",False,False,False,36,368.750536441803
466596573,49,"Smoking, Ashtray, Camels, Camels",Cigarette,cigarette,Normal mode,English,Standard,0,1,0,3,0,0,0,0,0,50.52164445320765,25.9699285030365,83.80246311426163,3,4,"camels, ashtray, smoking",False,False,False,9,176.52554735541344
466613333,46,"cigarette, Cigarillo, leaf, leaf",Tobacco,Smoke,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,54.329606890678406,28.262221813201904,70.62848210334778,3,4,"cigarillo, leaf, cigarette",False,False,False,9,170.31520307064056
466613333,57,"feces, Cowpat, beetle, Beetle",Dung,manure,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,60.104853908220925,38.49987983703613,82.83388018608093,3,4,"beetle, feces, cowpat",False,False,False,9,179.4715225696564
466630857,74,"periodic, Side, Dining, Tennis, Desktop, Excel",Table,Table,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,66.5089192489783,45.66948413848877,78.49175184965134,6,6,"side, tennis, excel, desktop, periodic, dining",False,False,False,36,399.0535154938698
466664757,19,"zucchini, Meatless, Carrot, Carrots, Broccoli, Broccoli",Vegetable,Lasagna,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,38.6377489566803,32.745301723480225,57.15214014053345,5,6,"broccoli, zucchini, carrots, carrot, meatless",False,False,False,25,188.2783720890681
466664757,94,"Sleep, neck, bedding, Soft, Bolster, Down",Pillow,Pillow,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,53.3877765138944,33.37324857711792,71.7260330915451,6,6,"bolster, down, soft, neck, sleep, bedding",False,False,False,36,320.3266590833664
466705809,30,"Float, yacht, Floaty, Dinghy, Sail, sail",Boat,Boat,Friendly mode,English,Standard,1,0,0,0,0,0,0,1,0,44.142916202545166,24.7736394405365,84.4172865152359,5,6,"floaty, dinghy, float, yacht, sail",False,False,False,25,204.57351704438526
466722845,109,"Food, eat, Starter, bruschetta, course, Restaurant",Appetizer,Dinner,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,56.16519823670387,26.985162496566772,78.73946577310562,6,6,"eat, restaurant, course, bruschetta, starter, food",False,False,False,36,336.99118942022324
466758132,32,"recluse, Crab, loner, Loner",Hermit,hermit,Normal mode,English,Standard,0,1,0,3,0,0,0,0,0,48.689050475756325,36.80586814880371,57.668691873550415,3,4,"loner, recluse, crab",False,False,False,9,152.80188247561455
466758132,61,"boobies, beads, Camera, DC",Flash,flash,Normal mode,English,Standard,0,1,0,3,0,0,0,0,0,72.20882214605808,48.02964925765991,82.46481567621231,4,4,"boobies, beads, camera, dc",False,False,False,16,288.83528858423233
466789661,12,"Shell, shelled, Slow, Slimy, Slug, slug",Snail,Snail,Normal mode,English,Standard,1,1,0,3,0,0,0,0,0,65.96323937177658,56.094565987586975,79.87668365240097,5,6,"slow, shelled, slug, slimy, shell",False,False,False,25,321.59230237205827
466789661,6,"washing, flakes, Lather, Ivory, Bar, Shampoo",Soap,Soap,Normal mode,English,Standard,1,1,0,3,0,0,0,0,0,56.9784107307593,38.017815351486206,75.26849955320358,6,6,"ivory, bar, shampoo, flakes, washing, lather",False,False,False,36,341.8704643845558
466792180,30,"Eternal, tongues, Fire, fire",Flame,language,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,56.190390388170876,35.728174448013306,71.33540213108063,3,4,"fire, tongues, eternal",False,False,False,9,153.22450920939445
466793699,409,"Scapegoat, Bangs, Picture, Outline, Edge, Incriminate",Frame,Frame,Friendly mode,English,Infinite,1,0,0,0,0,0,0,1,1,76.59249858309825,49.647706747055054,103.780472651124,6,6,"incriminate, picture, edge, bangs, outline, scapegoat",False,False,False,36,459.5549914985895
466793699,473,"Clock, Gust, Crank, Breeze, Breeze, breeze",Wind,Revolve,Friendly mode,English,Infinite,0,0,0,0,0,0,0,1,1,56.071771681308746,38.011401891708374,73.63809049129486,4,6,"clock, gust, crank, breeze",False,False,False,16,200.20659367243448
466842311,55,"Occupation, steak, Knife, Meat, Meat, Meat",Butcher,Chef,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,54.110103100538254,44.64347958564758,71.75059020519257,4,6,"meat, knife, occupation, steak",False,False,False,16,203.8182477156321
466842311,93,"Surf, Sea, Hello, hand, Sound, Water",Wave,wave,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,61.96721096833547,52.591127157211304,70.07724642753601,6,6,"water, hand, sea, hello, sound, surf",False,False,False,36,371.8032658100128
466870090,16,"Magnetic, Music, Head, Heavy, Heavy",Metal,Metal,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,56.31860047578812,40.07152318954468,68.25385987758636,4,5,"magnetic, heavy, music, head",False,False,False,16,212.27674007415771
466870090,8,"Skill, Oak, Grow, Fir, Fir",Tree,Tree,Normal mode,English,Standard,1,1,0,1,0,0,0,0,0,58.33084508776665,43.73498558998108,83.24436247348785,4,5,"grow, oak, fir, skill",False,False,False,16,221.64669275283813
466884525,27,"mall, Wall, shopping, plug, electrical, electrical",Outlet,outlet,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,58.98838818073273,55.15220761299133,65.38333892822266,5,6,"shopping, mall, plug, wall, electrical",False,False,False,25,298.287366827329
466884525,63,"Lob, incoming, Bomb, Shrapnel, Explosion, explosion",Grenade,Explosion,Normal mode,English,Standard,0,1,0,1,0,0,0,0,0,53.33711355924606,35.261017084121704,81.94378465414047,5,6,"bomb, incoming, explosion, shrapnel, lob",False,False,False,25,263.471403469642
466885385,15,"Gown, sundown, Owl, late",Evening,Night,Normal mode,English,Standard,0,1,0,2,0,0,0,0,0,59.455606341362,43.240028619766235,77.73415148258209,4,4,"gown, owl, sundown, late",False,False,False,16,237.822425365448
466885385,30,"attack, Price, accumulator, Battery",Charge,Charge,Normal mode,English,Standard,1,1,0,2,0,0,0,0,0,64.55076597630978,49.31897521018982,80.72047382593155,4,4,"accumulator, battery, price, attack",False,False,False,16,258.2030639052391
