Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End,Success
463714023,57,"moyen-age, Hylien, Chevalier, chevalier",Bouclier,Chevalier,Normal mode,Turn-based • 3 moves per day,Français,Standard,0
463741503,100,"poirot, 70s, handlebar, Chaplin, man, Lip",Mustache,Mustache,Normal mode,Turn-based • 1 move per day,English,Standard,1
463897552,44,"Popgruppe, 60er, Frisur, Yesterday, Pilz, Pilzfrisur",Beatles,Beatles,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
463897552,50,"tick-tack, Sekunden, Zeiger, Datum, Arband, Armband",Uhr,Uhr,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
463974258,36,"ta-da, Blaine, conjurer, illusionist, prestidigitator, Copperfield",Magician,magician,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
464019909,105,"Bullet, Engineer, instruct, choo-choo, steam, Steam",Train,Train,Normal mode,Turn-based • 2 moves per day,English,Standard,1
464041211,42,"desert, peyote, Night-blooming, Saguaro",Cactus,Cactus,Normal mode,Turn-based • 2 moves per day,English,Standard,1
464150236,29,"aile, ""DAix"", CLOCHETTE, clochette",Fée,Montgolfière,Normal mode,Turn-based • 3 moves per day,Français,Standard,0
464150236,44,"lave-linge, baguette, Percussion, Percusion",Tambour,pain,Normal mode,Turn-based • 3 moves per day,Français,Standard,0
464181527,18,"Backyard, allotment, secret, Covent, Babylon, ""octopus""",Garden,Garden,Friendly mode,No time limit • with friends only,English,Standard,1
464319488,37,"battle, bombing, not, peace, ""Peaces"", Opposite",War,War,Normal mode,Turn-based • 1 move per day,English,Standard,1
464450775,18,"Porc, Verrat, Peppa, Tire-Bouchon, Truie, Truie",Cochon,Cochon,Normal mode,Turn-based • 1 move per day,Français,Standard,1
464450775,46,"Pouet, Citerne, Pouet-pouet, Tracteur, Benne, Semi",Camion,Camion,Normal mode,Turn-based • 1 move per day,Français,Standard,1
464519577,121,"cake, Scotch-Brite, Porous, Bob, Bob, Bob",Sponge,Sponge,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
464528531,85,"isosceles, Pyramid, shape, Geometry, three, 3",Triangle,triangle,Normal mode,Turn-based • 3 moves per day,English,Standard,0
464650611,6,"aircraft, wind, Twister, F5, sky, tunnel",Tornado,Tornado,Normal mode,Turn-based • 1 move per day,English,Standard,1
464654046,76,"Selling, corner, Agora, Barter, Super, ""Farmers""",Market,Market,Normal mode,Turn-based • 1 move per day,English,Standard,1
464888528,30,"water, Tube, Stockings, Pipe, panty, ""Leggs""",Hose,Hose,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
464921867,129,"Eden, Babylon, savage, -truly",Garden,Garden,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
464921867,35,"""Utilitys"", mail, Clinton, ImJusta",Bill,Bills,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,0
464921867,562,"""Shields"", Partner, Metal, Lightsaber",Sword,Sword,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
464922397,16,"Chip, Gigabytes, Memoria, Memoria, 8GB",Ram,Computer,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
464980828,25,"T-shirt, Football, Bain, Corps",Maillot,Lessive,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
465020709,63,"Meadow, barn, Harvest, crops, McDonald, ""Oldmcdonald""",Farm,wheat,Normal mode,Turn-based • 1 move per day,English,Standard,0
465020709,9,"Toothpaste, Hair, Jell-0, zéro, styling, Semifluid",Gel,Gel,Normal mode,Turn-based • 1 move per day,English,Standard,1
465024233,28,"Cancanner, Punition, Angle, carré, Canard, Demi-canard",Coin,coin,Normal mode,Turn-based • 3 moves per day,Français,Standard,0
465055432,36,"Priest, Shirley, egyptian, ""Bahai"", Holy, holy",Temple,Temple,Normal mode,Turn-based • 1 move per day,English,Standard,1
465108118,13,"sleep, camping, fabric, ""Scouts"", shelter, Shelter",Tent,Sleepingbag,Normal mode,Turn-based • 2 moves per day,English,Standard,0
465176729,26,"Potro, Palma, Acció, Elevar-se, Impuls, Pertiga",Jump,Salt,Normal mode,Turn-based • 1 move per day,English,Standard,0
465383522,51,"Beetle, Manure, #2, Cow",Dung,dung,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465389100,49,"Vorname, ESC, sängerin, Landrut, Bandscheibenvorfall, Ex-Kollegin",Lena,Lena,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
465472491,19,"Tatütatah, Notruf, Martinshorn, Brandmeister, 112, Alarm",Feuerwehr,Feuerwehr,Friendly mode,No time limit • with friends only,Deutsch,Standard,1
465619295,31,"Shot, Reading, 3D, BIFOCAL, Drinking, Drinking",Glasses,Glasses,Friendly mode,No time limit • with friends only,English,Standard,1
465619295,32,"Shot, Reading, 3D, BIFOCAL, Drinking, Drinking",Glasses,Glasses,Friendly mode,No time limit • with friends only,English,Standard,1
465661217,12,"-decay, snaggle-, Fairy, Incisor",Tooth,Tooth,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664137,51,"""doesnt"", cut, Yellow, Condiment",Mustard,Mustard,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664137,56,"cha-cha, smooth, Shutup, And",Dance,Dance,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664206,12,"golden, -winning-, to, Ride",Ticket,Ticket,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664206,43,"Eden, Island-, Two, Tickets",Paradise,Paradise,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664206,53,"investment, certificate, Take, -Re-",Stock,Stock,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664206,6,"Jams, Tunes, Soundof, -Man",Music,Music,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664206,7,"Jams, Tunes, Soundof, -Man",Music,Music,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465664286,17,"Spirit, -Ellis-, Dinosaur, -Treasure-",Island,island,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465665365,47,"12, Trick, Theory, Games",Chip,Chip,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465665616,13,"-filling, 3.14, cherry-, Cherry",Pie,Pie,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465666075,17,"Schönbrunn, Buckingham, ""Jafars"", home",Palace,Palace,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465666075,32,"Mario, fireball, Daisy, -power",Flower,Flower,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465668036,17,"-rat, tunnels, ""its"", home",Sewer,Sewer,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465668546,12,"""Farmers"", Manipulation, Fresh, Boston",Market,Harvest,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465668546,18,"nailed, tree, mad, -roads",Cross,Cross,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465668656,55,"kiddie, -swimming-, Dirty, Billiards",Pool,Pool,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465669186,9,"ghosts, Pet, Pere-Lachaise, Burial, Graveyard, grave",Cemetery,graveyard,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465699067,21,"tgv, Orient-Express, coal, Steam, Locomotive, Wagons",Train,train,Normal mode,Turn-based • 1 move per day,English,Standard,0
465728930,73,"Dr.Teeth, Enamel, Manaois, Cavity, Cavity",Dentist,Dentist,Friendly mode,No time limit • with friends only,English,Infinite,1
465730465,52,"sky, ""turnin"", tire, steering",Wheel,Wheel,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465730615,12,"Barley, whole-, Wheat, wheat",Grain,Grain,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465730615,27,"Paladin, microns, tattoo, shirt-",Sleeve,Sleeves,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465730615,43,"Furry, bear, Two-toned, two-tone",Panda,Grizzly,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
465731184,22,"coup, overturn, -around, sun",Revolution,Revolution,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465731184,48,"""theres"", fire, Onthe, Water",Smoke,Smoke,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465921149,64,"Curtsy, Decoration, Tie, ""Archers""",Bow,bow,Normal mode,Turn-based • 1 move per day,English,Standard,0
465955483,34,"shutters, drive-thru, pane, pane",Window,Shop,Normal mode,Turn-based • 2 moves per day,English,Standard,0
466036389,54,"Tug-o-War, Climb, Cord, Noose, Lasso, Lasso",Rope,rope,Normal mode,Turn-based • 1 move per day,English,Standard,0
466036389,6,"Washington, Silver, Fourth, 25%, Back, Fraction",Quarter,quarter,Normal mode,Turn-based • 1 move per day,English,Standard,0
466081205,151,"Bible, 66, Reading, Medium",Book,Book,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
466081205,514,"Match, light, JohnnyStorm, -On",Flame,Flame,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
466081205,53,"Headwear, Headdress, ""Kings"", Kingly",Crown,Bonnet,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,0
466083684,54,"Cigarette, Plant, Maracaibo, trades-good",Tobacco,Tobacco,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466084384,16,"-Quest, Farfaraway, samsung, phone",Galaxy,galaxy,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
466084384,46,"-sour, Band, no, -unturned",Stone,Stone,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466084384,51,"Medical, Facility, ""Patients"", Building",Hospital,Hospital,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466086694,42,"""erbody"", tipsy, caveman, cudgel",Club,Club,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466086694,47,"Devo, hit, ""Indys"", Weapon",Whip,Whip,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466086694,52,"""wheres"", the, Cow, Meat",Beef,Beef,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466086884,17,"bated, -last-, Pneuma, inhale",Breath,Breath,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466154882,9,"Cupidon, Encéphalogramme, Coronaire, Amour, St-Valentin, Abat",Cœur,Coeur,Normal mode,Turn-based • 1 move per day,Français,Standard,0
466176497,5,"Satelit, Sängerin, Meyer-landruth, Satellite",Lena,Blümchen,Normal mode,Turn-based • 1 move per 2 days,Deutsch,Standard,0
466190211,30,"Taylor, Loud, Rogers, Blink-182, performance, live",Concert,Concert,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466340735,22,"lithium-ion, Chargeur, pile, Charger",Batterie,Batterie,Normal mode,Turn-based • 1 move per day,Français,Standard,1
466340735,50,"Mobile-home, gitans, Gypsi, Raphael",Caravane,Caravane,Normal mode,Turn-based • 1 move per day,Français,Standard,1
466382823,16,"Cow-boy, Tournage, Union, Amérique",Western,Western,Normal mode,Turn-based • 1 move per day,Français,Standard,1
466559268,19,"water, summer, 8, cue, Swimming, Spa",Pool,pool,Normal mode,Turn-based • 1 move per day,English,Standard,0
466562253,6,"Cheap, deception, ""Conjurors"", Set, scheme, card",Trick,trick,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
466571975,65,"Snowman, 24, orange, rabbit, bunny, Bunny",Carrot,carrot,Normal mode,Turn-based • 1 move per day,English,Standard,0
466571975,92,"12, Weekly, Julian, Mayan, Gregorian, year",Calendar,Calendar,Normal mode,Turn-based • 1 move per day,English,Standard,1
466630857,9,"halloween, carnival, Protection, hypocrisy, N95, Mud",Mask,Mask,Normal mode,Turn-based • 1 move per day,English,Standard,1
466693038,56,"みるく, かわいい, チーズ, ロックミー, ちゃいるどしーと, 3000gほど",Baby,Baby,Normal mode,Turn-based • 2 moves per day,English,Standard,1
466724110,46,"Voute, Fa, Bras, passe-partout, Molette, Molette",Clé,Clé,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
466793699,250,"waist, ""Orions"", Buckle, Bible, Orion, Orion",Belt,Belt,Friendly mode,No time limit • with friends only,English,Infinite,1
466881907,93,"Quickstep, Lambada, Choreograf, B-Boy, Rumba, Spitzen",Tanz,Tanz,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
466937204,28,"Bird, Macarena, music, ""Brians"", Sing, Tune",Song,rythms,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
466955772,18,"Tourne-..., Filetage, Métal, Tournevis, Tournevis, tournevis",Vis,vis,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
466961807,18,"Clowns, Tent, 3, Barnum, Barnham, Barnum",Circus,Circus,Normal mode,Turn-based • 1 move per day,English,Standard,1
467144635,19,"Hugo, ....yboots, springsteen, Manager, Chief, Chief",Boss,Boss,Normal mode,Turn-based • 1 move per day,English,Standard,1
467193910,105,"Fountain, Cake, Chip, ""Valentines"", wonka, wonka",Chocolate,Chocolate,Normal mode,Turn-based • 1 move per day,English,Standard,1
467488449,63,"for, compliments, Pole, Hunting, angling, deep-sea",Fishing,fish,Normal mode,Turn-based • 1 move per day,English,Standard,0
467736014,19,"Fiat, kung-fu, Eyeliner, Chinese, China, China",Panda,Panda,Normal mode,Turn-based • 1 move per day,English,Standard,1
467972395,53,"Television, World, 24, Simpson",Series,Series,Normal mode,Turn-based • 1 move per day,English,Standard,1
468164131,28,"Dumbo, Kai-moek, Circus, Slurf",Elephant,Elephant,Friendly mode,No time limit • with friends only,English,Standard,1
468212347,14,"knock-out, tower, Atomic, hands",Clock,Clock,Normal mode,Turn-based • 2 moves per day,English,Standard,1
468265600,29,"épée, 3, Tréville, Aramis",Mousquetaire,Mousquetaire,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468467820,16,"Ambulance, Mercy, Nurse, building, ""Childrens""",Hospital,Hospital,Normal mode,Turn-based • 2 moves per day,English,Standard,1
468659555,66,"dump, mack, F150, tailgate, Lorry, Lorry",Truck,truck,Normal mode,Turn-based • 1 move per day,English,Standard,0
468830344,58,"Wall-E, Robbie, R2D2, Automation",Robot,Robot,Normal mode,Turn-based • 1 move per day,English,Standard,1
468833647,94,"Chouchou, Lance-pierres, tendeur, Extensible, étirable, Étirable",Élastique,Élastique,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
468841644,9,"Specs, drinking, 4D, Spectacles, Sun, Transparent",Glasses,glasses,Normal mode,Turn-based • 1 move per day,English,Standard,0
468935763,84,"Puma, Middle-aged, Sexy, chilidog, feline, Feline",Cougar,Cougar,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
469006869,65,"""Conductors"", Magician, Stick, Olivanders, Olivanders, Stick",Wand,Wand,Normal mode,Turn-based • 1 move per day,English,Standard,1
469104623,13,"carbone, ""Tiffanys"", Solitaire, Precieux, Bague, Bague",Diamant,Diamant,Normal mode,Turn-based • 4 moves per day,Français,Standard,1
469151915,67,"Long, Bamboo, Hike, Stick, Elderly, Daddy-Long-Legs",Cane,crutch,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469151915,79,"Dice, SHAPE, 3D, Square, Six-faces, Dodecahedron",Cube,CUBE,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469203044,46,"Month, Landing, Crescent, reflects, walk, 1969",Moon,moon,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469203044,65,"Topping, Daiquiri, heart-shaped, shortcake, Shortcake, shortcake",Strawberry,strawberry,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469220736,69,"Bronzewing, post, feed, -toed",Pigeon,Pigeon,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
469544211,47,"Preux, Laspalès, Soldat, Animal, Guerrier, Moyen-age",Chevalier,chevalier,Normal mode,Turn-based • 1 move per day,Français,Standard,0
469575310,42,"Gun, Gang, Loud, -loud",Bang,Maffia,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469607092,74,"pompier, haut-parleur, Manipulatrice, Mer, petite, océan",Sirène,Sirène,Normal mode,Turn-based • 1 move per day,Français,Standard,1
469607469,37,"louvre, mccord, Louve, Civilisation, Grévin, Beaux-arts",Musée,Musée,Normal mode,Turn-based • 4 moves per day,Français,Standard,1
469785842,20,"slides, mogul, Vonn, Snow, apres-, apres",Ski,Ice,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469785842,39,"Tv, substitutes, casting-, chesterfield, potato, -potato",Couch,extras,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469785842,49,"Baked, islie, carrot, yellow, Pan-, Pie",Cake,Cake,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
470063205,44,"Schote, Habanero, carne, Scoville-Skala",Chili,Chili,Normal mode,Turn-based • 2 moves per day,Deutsch,Standard,1
470134481,11,"kitten, puppy, 5, toddler",Baby,Baby,Normal mode,Turn-based • 2 moves per day,English,Standard,1
470192675,29,"Tf1, Mailles, Hi-Fi, Collier, Vélo, Vélo",Chaîne,chaine,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470247957,288,"Bludgeon, Spade, Gentleman’s, Wedge, RSL, Roxbury",Club,Club,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
470247957,972,"c3po, I, Mazinger, Bicentennial, Kryten, Bender",Robot,Robot,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
470355683,93,"decapitation, Sword, decapitate, falling, Headcut, Maria-antonietta",Guillotine,guillotine,Normal mode,Turn-based • 1 move per day,English,Standard,0
470370160,110,"piccolo, Musicinstrument, PIED-PIPER, Pan, holes, instrument",Flute,Flute,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
470465554,43,"Rot, Transelvanien, Blutsauger, Hoteltransilvanien2, Vampir, Dany",Dracula,Fledermaus,Friendly mode,No time limit • with friends only,Deutsch,Standard,0
470554486,91,"Volksempfänger, WDR4, FM, Sender, UKW, GaGa",Radio,Radio,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
470574916,33,"Autor, J.R.R., Reuel, Schriftsteller, Literat, Literat",Tolkien,tolkien,Normal mode,Turn-based • 1 move per 2 days,Deutsch,Standard,0
470621188,66,"""Dif"", Alcatraz, Singsing, shiv, cage",Prison,prison,Normal mode,Turn-based • 1 move per day,English,Standard,0
470741431,12,"Fiat, government-issued, Drachma, Lira, now, pesos",Currency,Currency,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
470762680,18,"Life, Naver, Parallel, Write, Backer, queue#",Line,line,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
470762680,9,"Spotify, Artist, Orchestra, Sound, Jazz, ""man""",Music,Music,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
470762680,91,"Loop, ""jewellers"", ""Tiffanys"", clavicula, choker, Choker",Necklace,Necklace,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
471021839,9,"Public, Alexandria, Books, dewey., Quiet, Quiet",Library,Bible,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
471123855,18,"XL, matt, NTUGayChat, 183, 183, 183",Club,Bar,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
471123855,77,"Mars, Camp-cooking, heat, wu-xing, Amei, Element",Fire,fire,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
471123855,86,"Joyce, lemonade, guava, 5-letters, Fruit, liquid",Juice,Water,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
471168377,27,"French, ""Bloomin"", Tears, Garlic, Vidalia, Vidalia",Onion,onion,Normal mode,Fast Turn-based • 12 moves per day,English,Standard,0
471263110,74,"Covert, KGB, anya, 007, 007",Spy,Agent,Normal mode,Turn-based • 1 move per day,English,Standard,0
471325342,65,"Ticket, sous-terrain, RER, Station, Boulot, Boulot",Métro,Métro,Normal mode,Turn-based • 1 move per day,Français,Standard,1
471403469,101,"350, Bake, Camp, Bun, Mitt, toaster",Oven,oven,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
471450962,36,"Hülsenfrucht, unterirdisch, Peanuts, Frucht, ugs.Kleingeld, knabbern",Erdnuss,Erdnuss,Friendly mode,No time limit • with friends only,Deutsch,Standard,1
471450962,6,"Hamlet, um1600, Stratford-upon-Avon, Sprachgenie, Dichter, Dichter",Shakespeare,Shakespeare,Friendly mode,No time limit • with friends only,Deutsch,Standard,1
471450962,78,".....zucker, Babypo, Zuckerform, Gesichtsstreu, Minikörnchen, staubähnlich",Puder,Puder,Friendly mode,No time limit • with friends only,Deutsch,Standard,1
471637804,52,"October, pincers, Bug, Sub-Zero, Desert, desert",Scorpion,Scorpion,Normal mode,Turn-based • 2 moves per day,English,Standard,1
472014796,16,"""Lets"", Thrill, rollercoaster, mount, skitch",Ride,Jet,Normal mode,Turn-based • 1 move per day,English,Standard,0
472070558,12,"World, Fight, 1914, 1939, Conflict, Battle",War,war,Normal mode,Turn-based • 1 move per day,English,Standard,0
472070558,45,"Gimli, Gloin, hammer, beard, 7, snowhite",Dwarf,Apple,Normal mode,Turn-based • 1 move per day,English,Standard,0
472079237,43,"Sous-sol, Stockage, cigare, tournante, Vin, Vin",Cave,Cave,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472148204,112,"Saint-Gothard, Gotthard, graben, U-Bahn, Verbindung, Untergrund",Tunnel,Tunnel,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
472330572,36,"Immediate, Help, 911, Sos",Emergency,Emergency,Normal mode,Turn-based • 1 move per day,English,Standard,1
472333626,25,"Two, Tired, Penny.., ..farthing, Paperboy, Queen",Bicycle,bicycle,Normal mode,Turn-based • 4 moves per day,English,Standard,0
472389809,74,"D-bowie, dungeon, Maze, Maze, Maze",Labyrinth,neverending,Friendly mode,No time limit • with friends only,English,Standard,0
472504290,37,"Fancy, Code, princess, Rehearsal, 27, Pantless",Dress,dress,Normal mode,Turn-based • 1 move per day,English,Standard,0
472534582,6,"leek, scallion, satire, website, Layers, Eye-watering",Onion,Onion,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
472630374,65,"lighthouse, rocket, Hope, Torch, GB3ORK",Beacon,bright,Normal mode,Turn-based • 1 move per day,English,Standard,0
472679267,73,"fuller, ""painters"", broom, eyelash, bristles, bristles",Brush,brush,Friendly mode,No time limit • with friends only,English,Standard,0
472701687,39,"Sabre, Dentist, Fairy, Incisor, Teeth, 1",Tooth,Tooth,Friendly mode,No time limit • with friends only,English,Standard,1
472710079,91,"tapette, Musaraigne, double-clique, Gonzales, campagnol, verte",Souris,Souris,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472728936,5,"Blanche-Neige, Image, Reflet, Reflet",Miroir,Miroir,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472811422,29,"smile, Kraft, Mozzarella, Yellow, Photo-taking, bubble",Cheese,Cheese,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
472811422,76,"Seabed, Fixed, Tsang-Yam-kuen, Landing, mooring, Bolt",Anchor,Anchor,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
472954015,30,"Насекомое, Солнышко, Супер-Кот, Круглая, Красная, Точки",Ladybug,Ladybug,Normal mode,Fast Turn-based • 12 moves per day,English,Standard,1
473034160,28,"Hawkeye, Tie, Ribbon, ""Archers""",Bow,bow,Normal mode,Turn-based • 1 move per day,English,Standard,0
473271916,55,"Miyagi, Self-defense, Belt, Dojo, Chop, chop",Karate,karate,Normal mode,Turn-based • 2 moves per day,English,Standard,0
473314665,47,"Pilou-pilou, Survie, Plaid, Plaid",Couverture,Couverture,Normal mode,Turn-based • 1 move per day,Français,Standard,1
473559102,110,"Haïti, Entre-deux, Putréfié, Daryl, Cranberries",Zombie,zombie,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
473733866,64,"""Rollin"", Cart, rotate, Barrow, Ferris, ferris",Wheel,Wheel,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
473760555,49,"Sars-CoV-2, Influensa, Ebola, Hepatitis",Virus,Virus,Normal mode,Fast Turn-based • 24 moves per day,English,Standard,1
473773078,730,"barbecue, yellow, sausage, hot-dog, Seed, seeds",Mustard,Mustard,Normal mode,Turn-based • 2 moves per day,English,Infinite,1
473773078,888,"Pogacar, Ride, Two-wheeler, vehicle, pedal, BMX",Bicycle,bycicle,Normal mode,Turn-based • 2 moves per day,English,Infinite,0
474303583,17,"Süskind, No5, Liquide, cologne, flacon",Parfum,Parfum,Normal mode,Turn-based • 1 move per day,Français,Standard,1
474312044,41,"Break, travel, Holiday, Christmas, ""lampoons""",Vacation,vacation,Normal mode,Turn-based • 2 moves per day,English,Standard,0
474625360,16,"Lümmelplatz, Polster, Polstergarnitur, Sitzmöbel, Dreisitzer...",Sofa,Sofa,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
474625360,57,"Hacken, Achillessehnenansatz, ...nsporn, Hacke, Hacke",Ferse,Ferse,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
474625360,73,"Daunenfedern, Inlett, Weich, ...schlacht, Daunen....",Kissen,Kissen,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
474625360,81,"Saiten, Anfasshilfe, Knauf, Tür..., Klinke",Griff,Griff,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
474943349,72,"Ruckedigu, Aschenputtel, Stieftochter, Bibidibabedibuuu, Goldener-Schuh",Cinderella,Taube,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,0
474943349,8,"Böser-Zwilling-der-Erde, Aphrodite, Damenrasierermarke, Planet, Leuchtet",Venus,Venus,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
475227801,57,"poultry, Chick-fil-A, KFC, Run, Cluck, Egg",Chicken,Chicken,Normal mode,Turn-based • 1 move per day,English,Standard,1
475314039,26,"""boats"", left, Maritime, Wine, Commerce, Shipyards",Port,cruise,Normal mode,Turn-based • 3 moves per day,English,Standard,0
475330261,37,"kitty, store, 90, angle, dunce, roomspace",Corner,box,Friendly mode,No time limit • with friends only,English,Standard,0
475454611,86,"Monday, Crusoe, black, fifth, 5",Friday,Friday,Normal mode,Turn-based • 1 move per day,English,Standard,1
475651136,27,"Fluggerät, Landeplatz, 117, Fliegen, Eltern, Eltern",Helikopter,Flugzeug,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,0
475651136,55,"Niederlande, Osterblume, 1636, Wiese, Käsköpp, Strauß",Tulpe,Tulpe,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
475720547,45,"5, Chicken, Thursday, 13th",Friday,Friday,Normal mode,Turn-based • 3 moves per day,English,Standard,1
475721696,45,"Acrylic, screw, Polish, 9-inch, Hit, Coffin",Nail,nail,Normal mode,Turn-based • 1 move per day,English,Standard,0
475748509,5,"Nirvana, Radiohead, U2, Metallica",Band,Rock,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
475769386,24,"Station, Trocadéro, Dodo, Boulot, Châtelet-Les-Halles, gare",Métro,Métro,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
476175938,30,"Borgship, Hexahedron, Cm^3, rubix",Cube,cube,Normal mode,Turn-based • 1 move per day,English,Standard,0
476175938,7,"metal, Scissors, Wool-cutting, cutters",Shears,Shears,Normal mode,Turn-based • 1 move per day,English,Standard,1
476213349,53,"taitanikku, kuru-zu, umi, you",Ship,hune,Normal mode,Real-time • Normal speed,English,Standard,0
476220968,74,"Pin-up, Barbie, Cire, Son, Bébé, Jouey",Poupée,Poupée,Normal mode,Turn-based • 3 moves per day,Français,Standard,1
476251140,38,"alarm, Awake, am, a.m., Sunrise, sunrise",Morning,morning,Normal mode,Turn-based • 1 move per day,English,Standard,0
476251140,76,"Sine, Bermuda, ping, shape, 3, three",Triangle,Triangle,Normal mode,Turn-based • 1 move per day,English,Standard,1
