Table Number,Move,Clues,Mystery Word,Guess,Mode,Speed,Language,End,Success
465401776,62,"Geant, Crétacé, Stégosaure, Triceratopse, Raptor, Raptor",Dinosaure,Dinosaure,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
465402709,29,"Jucar, Afluente, Guadalquivir, Desembocadura",River,River,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465485322,21,"lodging, Marriott, California, Astor",Hotel,Hotel,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
465557655,27,"Niaise, Jaune, bain, epilation, Epilation, Epilation",Maillot,blond,Normal mode,Turn-based • 1 move per day,Français,Standard,0
465569986,113,"Town, Puma, Carole, Milf, séductrice, Séductrice",Cougar,Cougar,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465569986,36,"Chinchin, Dinatoire, Martini, Cocktail, Spritz, Cacahouètes",Apéritif,Apéritif,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465569986,54,"diplodocus, Préhistoire, Velociratops, Jurassic, Denver, Denver",Dinosaure,Dinosaure,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465613095,45,Fracktier,Pinguin,Pinguin,Normal mode,Turn-based • 3 moves per day,Deutsch,Standard,1
465655189,120,"Araignée, Habemus, ratzinger, Benoît, Vatican, Vatican",Pape,Pape,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465655189,83,"Bracelet, Pendentif, Alliance, Castafiore, chevaliere, Madeleines",Bijou,Bijou,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465728930,314,"Defense, Eiffel, Rapunzel, Rapunzel, Rapunzel",Tower,Tower,Friendly mode,No time limit • with friends only,English,Infinite,1
465728930,388,"Nero, Kuzco, Kuzco, Kuzco, Kuzco",Emperor,Rome,Friendly mode,No time limit • with friends only,English,Infinite,0
465728930,540,"Margherita, Pepperoni, TMNT",Pizza,Pizza,Friendly mode,No time limit • with friends only,English,Infinite,1
465728930,615,"Crusoe, Rebecca, Rebecca",Friday,Castaway,Friendly mode,No time limit • with friends only,English,Infinite,0
465830557,25,"Kana, Naruto, Bleach, Astroboy",Manga,Manga,Normal mode,Turn-based • 1 move per day,Français,Standard,1
465847667,49,"Océan, Tentacules, Encre, Poulpe",Pieuvre,Méduse,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
465853205,46,"water, harbor, Michael, Chesapeake, Montego, Guantanamo",Bay,bay,Normal mode,Turn-based • 1 move per day,English,Standard,0
465912719,29,"Egypt, Tutankhamun, EGYPTIAN, Egyptian",Pharaoh,Pyramid,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
466000816,78,"Chambres, california, California, California",Hôtel,lit,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
466084294,22,"Roger, eminem, Jessica, jessica",Rabbit,run,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
466172851,6,"Battre, Artères, Battement, Organe, Trèfle, Ventricule",Cœur,coeur,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
466382823,10,"Trèfle, Pétanque, Motifs, Cœur",Carreau,Écossais,Normal mode,Turn-based • 1 move per day,Français,Standard,0
466382823,36,"Tube, Pvc, Arrosage, Arrosage",Tuyau,Tuyau,Normal mode,Turn-based • 1 move per day,Français,Standard,1
466382823,56,"Kraken, Marine, Tentacules, Poulpe",Pieuvre,Méduse,Normal mode,Turn-based • 1 move per day,Français,Standard,0
466722845,18,"crust, Marguerita, slice, Michelangelo, Italian, Italy",Pizza,Pizza,Normal mode,Turn-based • 1 move per day,English,Standard,1
466724110,101,"Cachou, Blanche, Halogène, Obscurité, Éclairage, ampoule",Lumière,lumière,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
466724110,9,"Porcelaine, Noyade, Contenant, Soucoupe, Thé, thé",Tasse,Tasse,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
466728210,29,"Saveur, Cardamone, arôme, Safran, curcuma, Curcuma",Épice,Épice,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
466728210,47,"Graograman, Mars, Mufasa, Rugir, Mufasa, Rugir",Lion,Guerre,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
466728210,96,"vannerie, Yoplait, basket, Chaperon, Osier, Osier",Panier,Panier,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
466757321,60,"Récital, Olympia, Louanges, Mozart",Concert,Piano,Normal mode,Turn-based • 1 move per day,Français,Standard,0
466777299,53,"Oyster, Sieraad, Necklage, Oester",Pearl,Parel,Normal mode,Turn-based • 2 moves per day,English,Standard,0
466827703,9,"Huître, Bouchot, Frite, Marinières, Coquillage, Serre",Moule,Moule,Normal mode,Turn-based • 1 move per day,Français,Standard,1
466870090,32,"murphy, Kong, Heehon, Shrek, Ass",Donkey,Donkey,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
466955772,104,"lésard, Furcifer, Chamaeleonidae, camouflage, Multicolore, Multicolore",Caméléon,Camaleon,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
466977825,6,"Amour, Verouiller, Chaîne, Fermer, Verrouillage, Clé",Cadenas,Cadenas,Normal mode,Turn-based • 1 move per day,Français,Standard,1
467142106,7,"Pages, écritures, Écrivain, Bibliothèque",Livre,Livre,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
467145665,81,"Matou, birman, Miaou, Félin, Gris, Whiskas",Chat,chat,Normal mode,Turn-based • 1 move per day,Français,Standard,0
467183516,12,"nueva, de, miel, satélite, menguante, menguante",Moon,luna,Normal mode,Turn-based • 2 moves per day,English,Standard,0
467304181,95,"NFL, Easter, Church, Superbowl, bloody, funday",Sunday,Sunday,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
467470842,90,"entremet, Gâteau, Pavlova, Tiramisu, mignardises, Yaourt",Dessert,Dessert,Normal mode,Turn-based • 1 move per day,Français,Standard,1
467512228,25,"トニオトラサルディー, サンジ, ディズニーアンバサダーホテル, フレンチ, hat",Chef,Italian,Normal mode,Turn-based • 1 move per day,English,Standard,0
467512228,8,"Tウイルス, MaryPoppins, じぞう, ぬれない, rain",Umbrella,umbrella,Normal mode,Turn-based • 1 move per day,English,Standard,0
467886376,54,"Gogh, Landscape, Mona, Lisa",Painting,Painting,Normal mode,Turn-based • 1 move per day,English,Standard,1
467929902,39,"Eeyore, braying, Poitou, Greece, Kong, Kong",Donkey,donkey,Normal mode,Turn-based • 1 move per day,English,Standard,0
467974821,63,"Goji, Airelle, Cochons, Rio, Echancrure, Myrtille",Baie,Baie,Normal mode,Turn-based • 1 move per day,Français,Standard,1
467974821,81,"ornithischien, Boomer, Tyrannosaure, Dimorphodon, Denver, Crétacé",Dinosaure,Dinosaure,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468023373,32,"Eastwood, Oscar, Tournage, Cinéma, Cinéma",Film,acteur,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
468125230,92,"lorgnons, Monocle, Verres, Télescopes, Varilux, Toilettes",Lunettes,Lunettes,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468125819,73,"Tropical, Guam, Tahiti, Atoll, Indonesia, Mackinac",Island,island,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
468164131,16,"Lengte, Fantasie, GVR, GVR",Giant,Reus,Friendly mode,No time limit • with friends only,English,Standard,0
468164131,22,"Circus, Paarden, Borstel, Schoonmaken",Whip,Muizen,Friendly mode,No time limit • with friends only,English,Standard,0
468164131,38,"Stenen, Hoog, Beklimmen, Koud",Mountain,Mountain,Friendly mode,No time limit • with friends only,English,Standard,1
468164131,43,"Vier, Vrienden, Soldaat, Drie",Musketeer,Musketier,Friendly mode,No time limit • with friends only,English,Standard,0
468164131,5,"Vallen, Frans, Gaten, Melk",Cheese,Cheese,Friendly mode,No time limit • with friends only,English,Standard,1
468235924,50,"Drink, Pinacolada, Radler, Rumplesnuggler, mojito, party",Cocktail,cocktail,Normal mode,Turn-based • 1 move per day,English,Standard,0
468250337,42,"Bleu, Attrape, Inception, Inception",Rêve,Balle,Friendly mode,No time limit • with friends only,Français,Standard,0
468265600,7,"Caractère, Commissariat, Képi, Arial",Police,Police,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468369802,45,"Assassin, Donatello, Tortues, Warrior, Katana, Masqué",Ninja,Ninja,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
468452127,15,"Amsterdam, Dam, vliegwedstrijd, Dood",Pigeon,Duif,Normal mode,Turn-based • 1 move per day,English,Standard,0
468452127,46,"Ren, donker, Neanderthaler, Echo",Cave,Grot,Normal mode,Turn-based • 1 move per day,English,Standard,0
468452127,54,"Pelikaan, vrijheid, Vreemde, Roodborstje",Bird,Vogel,Normal mode,Turn-based • 1 move per day,English,Standard,0
468607999,67,"Ellis, Treasure, gilligan, staten, Manhattan, playlist",Island,Island,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
468663748,83,"cellule, Mitard, Fresnes, Parloir, Oubliette, Beaumette",Prison,Prison,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468695993,72,"Arial, Écriture, Municipale, Sting, Ordre",Police,Police,Normal mode,Turn-based • 3 moves per day,Français,Standard,1
468727085,56,"Chèvre, Gruyère, Brie, Époisses, Parmesan, Maroilles",Fromage,Fromage,Normal mode,Turn-based • 1 move per day,Français,Standard,1
468833647,85,"Identification, henné, Malabar, Maori, piercing, Biker",Tatouage,Tatouage,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
468836075,111,"Gauloise, Camel, nicotine, Chocolat, Marlboro, Marlboro",Cigarette,cigarette,Normal mode,Turn-based • 1 move per day,Français,Standard,0
468893056,62,"Canopy, Sherwood, Daintree, Lost, Gump, Gump",Forest,Forest,Normal mode,Turn-based • 3 moves per day,English,Standard,1
468905512,65,"Roulette, Slotts, Scorsese, Bellagio, croupier",Casino,Casino,Friendly mode,No time limit • with friends only,English,Standard,1
468943667,92,"Athos, Milady, Aramis, Pot, Porthos, Treville",Mousquetaire,Mousquetaire,Normal mode,Turn-based • 1 move per day,Français,Standard,1
469138975,15,"Nosferatu, Garlic, Dracula, Halloween",Vampire,Vampire,Normal mode,Fast Turn-based • 24 moves per day,English,Standard,1
469154900,36,"Tube, Cylindrique, Plombier, Arrosage, Arrosage, Arrosage",Tuyau,Joint,Normal mode,Turn-based • 1 move per day,Français,Standard,0
469154900,88,"Raiponce, Roux, Lisses, Épi",Cheveux,Cheveux,Normal mode,Turn-based • 1 move per day,Français,Standard,1
469575310,16,"Vatican, Habemus, Bishop, Rome",Pope,Catholic,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469575310,48,"Buffy, Slayer, Knoblauch, Sonnenunvertraeglich",Vampire,vampire,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
469607092,36,"Myagi, Katta, Combat, Art, Kid, Kid",Karaté,karate,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470002366,100,"Union, Jarretière, Cérémonie, Noce, Epousailles, gamophobie",Mariage,mariage,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470134481,37,"mugiwara, yarhar, Hunter, Zoro",Pirate,pirate,Normal mode,Turn-based • 2 moves per day,English,Standard,0
470192675,48,"Fries, Potatoes, Groot, batonnets, Belgique, Belgique",Frites,Patate,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470192675,94,"Calcaneum, Aiguille, Achille, Coin, Chèque, Chèque",Talon,talon,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470247957,1260,"capricciosa, Italian, Napoli, manoosh, Hut, Pineapple",Pizza,Pizza,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
470247957,1921,"Newton, Kanzi, Cider, Wozniak, Wozniak, Wozniak",Apple,Apple,Normal mode,Turn-based • 1 move per 2 days,English,Infinite,1
470550354,22,"クリーム, スポンジ, フランスかくめい, クリスマス",Cake,cake,Friendly mode,No time limit • with friends only,English,Standard,0
470550354,27,"らっか, げんそく, クラゲ, skydiving",Parachute,parachute,Friendly mode,No time limit • with friends only,English,Standard,0
470556675,18,"Tabac, Sucer, Popeye, Magritte, Cigare, Cigare",Pipe,Pipe,Normal mode,Turn-based • 3 moves per day,Français,Standard,1
470568445,81,"Drunk, Molson, heineken, Pabst, Budweiser, Budweiser",Beer,Beer,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
470582883,20,"Festa, Espectacle, Teatre, Actuació, Must, Go",Show,Show,Normal mode,Turn-based • 1 move per day,English,Standard,1
470582883,33,"Taula, esport, patinet, Tabla, Rodes, Rodes",Skate,Snowboard,Normal mode,Turn-based • 1 move per day,English,Standard,0
470582883,53,"Coletero, Elastomer, Flexible, Estirar, estira, teixit",Elastic,Elàstic,Normal mode,Turn-based • 1 move per day,English,Standard,0
470797000,61,"Apfelstrudel, Entremet, tiramisu, Tiramisu",Dessert,gâteau,Normal mode,Turn-based • 1 move per day,Français,Standard,0
470813149,37,"Moules, Mayonnaise, Patates, Potatoes, potatoes, potatoes",Frites,Frites,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
470845626,42,"SAMU, Ciel, Secours, Gazelle, Pales, Pales",Hélicoptère,helicoptere,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
470975672,25,"Kowalski, manchot, Costume, Banquise, Frac, Froid",Pingouin,Pingouin,Normal mode,Turn-based • 1 move per day,Français,Standard,1
470990314,63,"boyardee, Cooks, Swedish, Swedish",Chef,chef,Normal mode,Turn-based • 1 move per day,English,Standard,0
471045576,119,"Cartablette, racle, Niveler, Fourche, jardinage, Grattoir",Râteau,Rateau,Normal mode,Turn-based • 1 move per day,Français,Standard,0
471045576,81,"Calzone, Pepperoni, Hut, garnie, Pointe, Napolitaine",Pizza,Pizza,Normal mode,Turn-based • 1 move per day,Français,Standard,1
471278119,24,"Океан, Кашалот, Огромный, Млекопетающее, Синий, Синий",Whale,whale,Normal mode,Turn-based • 4 moves per day,English,Standard,0
471555173,46,"tefiti, Kilimanjaro, Krakatoa, pompeii, Vesuvius, Vesuvius",Volcano,Volcano,Normal mode,Turn-based • 2 moves per day,English,Standard,1
471806145,38,"Wyrmspan, Mythology, Polunga, Mitologic, Fire, Romania",Dragon,Dragon,Normal mode,Turn-based • 2 moves per day,English,Standard,1
472014796,51,"Stabber, honedge, Excalibur, Slice, masamune",Sword,sword,Normal mode,Turn-based • 1 move per day,English,Standard,0
472016989,75,"Halogene, éclairage, Claude, Compeed, Cloque",Ampoule,Ampoule,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472016989,83,"Ludotheque, Cachecache, société, Rôle, Amusant",Jeu,Jeu,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472088609,56,"Stirling, aigu, Rieu, archet, Stradivarius",Violon,Violon,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472097420,26,"Scoville, Épicé, Espelette, Espelette",Piment,Piment,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472148204,9,"Bizarrerie, Raichu, sonnenfarben, Monster, Blitzfänger, Donnerblitz",Pikachu,Pikachu,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
472273399,24,"tyre, Unmotorized, circle, BMX, Armstrong",Bicycle,bike,Normal mode,Turn-based • 1 move per day,English,Standard,0
472317073,27,"Sécateur, trophée, Cheveux, menstruelle, Flute, bol",Coupe,Coupe,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472584209,55,"Charleston, Menuet, Samba, Rumba, Salon, Tango",Danse,Danse,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472679267,46,"Officer, JamesTKirk, Nemo, Ahab, Stubing, Picard",Captain,Captain,Friendly mode,No time limit • with friends only,English,Standard,1
472710079,73,"smoothie, extracteur, Acerola, Presser, Mixture, électricité",Jus,jus,Normal mode,Turn-based • 1 move per day,Français,Standard,0
472798573,88,"Lindt, Nutella, Hersey, Ghirardelli, Cadbury, Cadbury",Chocolate,Chocolate,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
472925086,72,"Lys, dalhia, Capucine, Capucine",Fleur,Fleur,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
472948780,45,"Nippon, Otaku, Dragonball, Bleach, Naruto, Animé",Manga,Manga,Normal mode,Turn-based • 1 move per day,Français,Standard,1
472954015,36,"Похожие, Одинаковые, Двойня, Братья, Братья, Похожи",Twins,Twins,Normal mode,Fast Turn-based • 12 moves per day,English,Standard,1
472960433,99,"Hiroshima, Nucléaire, Oppenheimer, H, Fatboy, Dynamite",Bombe,bombe,Normal mode,Turn-based • 1 move per day,Français,Standard,0
472979883,48,"Steak, Crêche, Bourguignon, Police, Haché, Haché",Bœuf,Boeuf,Friendly mode,No time limit • with friends only,Français,Standard,0
472984391,55,"Vesuvio, Etna, eyjafjallajökull, Stromboli, sicily, iceland",Volcano,vulcano,Normal mode,Turn-based • 1 move per day,English,Standard,0
473006635,83,"carrée, Bob, Vaisselle, mer, Spontex, Spontex",Éponge,Eponge,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
473011763,44,"grégorien, Mural, avent, Avent",Calendrier,Calendrier,Friendly mode,No time limit • with friends only,Français,Standard,1
473011763,66,"fleurette, Allégée, fraîche, Anglaise",Crème,Crème,Friendly mode,No time limit • with friends only,Français,Standard,1
473167564,36,"Bidet, Équidé, Yakari, Pouliche, Canasson, canasson",Poney,Poulain,Normal mode,Turn-based • 1 move per day,Français,Standard,0
473220145,109,"Caesar, potato, Dressing, Cobb, Waldorf, Waldorf",Salad,Salad,Normal mode,Turn-based • 1 move per day,English,Standard,1
473233005,84,"Blair, Magic, Babayaga, Kiki, Bellatrix, duck",Witch,Witch,Normal mode,Turn-based • 1 move per day,English,Standard,1
473272593,27,"Foltos, Emlős, Bambusz, Bambusz",Panda,Panther,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
473272593,33,"Fej, Alvás, Puha, Puha",Pillow,Pillow,Normal mode,Turn-based • 1 move per 2 days,English,Standard,1
473272593,5,"Kerek, Zaj, Megnyomható, Nyomogatás",Button,Drums,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
473292430,11,"Frais, Commerçants, Etales, Étal",Marché,Légume,Normal mode,Turn-based • 1 move per day,Français,Standard,0
473314665,26,"Ingres, Stradivarius, Luthier, Archet",Violon,Violon,Normal mode,Turn-based • 1 move per day,Français,Standard,1
473394445,61,"Hawaïenne, Reine, Napolitaine, Calzone, Calzone, Napolitaine",Pizza,pizza,Normal mode,Turn-based • 1 move per day,Français,Standard,0
473519539,10,"Théâtre, Castafiore, Lyrics, Chant",Opéra,Opéra,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
473726791,18,"palmipède, laqué, kermesse, Magret, confit, Bec",Canard,Canard,Normal mode,Turn-based • 1 move per day,Français,Standard,1
473773078,451,"Abu, Mammal, banan, gorilla, kong, Kong",Monkey,chimpanzee,Normal mode,Turn-based • 2 moves per day,English,Infinite,0
473954600,9,"transport, Aeronef, Gyropode, véhicule, hélices, Volant",Hélicoptère,Hélicoptère,Normal mode,Turn-based • 1 move per day,Français,Standard,1
474045761,11,"kráľ, zvierat, Hriva, Žltý",Lion,Lion,Friendly mode,No time limit • with friends only,English,Standard,1
474045761,67,"Spätné, Obraz, Macocha, Timberlake",Mirror,Mirror,Friendly mode,No time limit • with friends only,English,Standard,1
474114255,50,"Langerhans, Greenland, Vanuatu, Land, Rhode, Bali",Island,Island,Normal mode,Turn-based • 1 move per day,English,Standard,1
474277157,21,"Phylactére, Pétillant, Champagne, Crémant",Bulle,Bulle,Friendly mode,No time limit • with friends only,Français,Standard,1
474303583,74,"mérino, Tonte, Acier, Frisoux, tricot",Laine,laine,Normal mode,Turn-based • 1 move per day,Français,Standard,0
474354037,43,"Alexandre, Charlemagne, Napoléon, Napoléon",Empereur,Empereur,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
474354037,48,"Daffy, Riri, Magret, Cancane",Canard,canard,Normal mode,Turn-based • 2 moves per day,Français,Standard,0
474591484,19,"appendicectomie, Table, Anesthésie",Opération,Operation,Normal mode,Turn-based • 1 move per day,Français,Standard,0
474613476,52,"pales, Aerogenerateur, ventilo, Énergie, Moulin",Éolienne,Hélice,Normal mode,Turn-based • 1 move per day,Français,Standard,0
474680005,60,"Му, Телятина, Жареная, корова, Мясо, мясо",Beef,Steak,Normal mode,Turn-based • 2 moves per day,English,Standard,0
475235402,89,"Lenoir, Louboutin, Aiguille, Achille, Achille",Talon,Talon,Normal mode,Turn-based • 1 move per day,Français,Standard,1
475235402,97,"Pinard, Mignonnette, Carafe, Vin, isotherme",Bouteille,Bouteille,Normal mode,Turn-based • 1 move per day,Français,Standard,1
475477736,37,"Emmental, gorgonzola, Jerry, Melted, Gouda, Gouda",Cheese,Cheese,Normal mode,Turn-based • 1 move per day,English,Standard,1
475721696,18,"Bender, Samantha, Sam, Automaton, Rosie, Rosie",Robot,Robot,Normal mode,Turn-based • 1 move per day,English,Standard,1
475721696,72,"Danube, Spoilers, Mississippi, Rhine, Thames, Thames",River,River,Normal mode,Turn-based • 1 move per day,English,Standard,1
475763612,16,"Spéléologie, Tanière, Lascaux, Cave",Grotte,Grotte,Normal mode,Turn-based • 1 move per day,Français,Standard,1
475763612,26,"Fiona, Reine, Peach, Zelda",Princesse,Princesse,Normal mode,Turn-based • 1 move per day,Français,Standard,1
475763612,5,"Italie, Calzone, Margherita, Margherita",Pizza,Pizza,Normal mode,Turn-based • 1 move per day,Français,Standard,1
475769386,6,"Cheval, jaune, NTM, Doliprane, Febricule, febricule",Fièvre,fièvre,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,0
475769386,73,"Chevaux, Rollercoaster, Forain, Pollux, Enchanté, enchanté",Manège,Manège,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
475916704,9,"Pâté, Palmé, colvert, gallinacé, Donald, Mare",Canard,Canard,Normal mode,Fast Turn-based • 24 moves per day,Français,Standard,1
475947232,74,"Weiderichgewächs, rot, Liebesbirne, Küchensauerei, Armenien, Bombenvitaminlieferant",Granatapfel,Granatapfel,Normal mode,Turn-based • 1 move per day,Deutsch,Standard,1
475995598,85,"Feve, Lindt, Nesquik, Bras, cabosse, Cabosse",Chocolat,Cacao,Normal mode,Turn-based • 1 move per day,Français,Standard,0
476048170,5,"Quinn, soigneur, Médecin, Toubib",Docteur,Docteur,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
476094833,68,"gestation, encloquée, Engrossée, barrière, pleine",Enceinte,Enceinte,Normal mode,Real-time • Normal speed,Français,Standard,1
476445139,11,"Sportoefening, Houten, Hout, Kast",Plank,Turnen,Normal mode,Turn-based • 2 moves per day,English,Infinite,0
476445139,74,"Opstaan, Ontbijt, Wekker, Vroeg",Morning,morning,Normal mode,Turn-based • 2 moves per day,English,Infinite,0
476445139,94,"Vogel, Nicholas, Tralies, Fight",Cage,Cage,Normal mode,Turn-based • 2 moves per day,English,Infinite,1
476450279,37,"Oxygène, Explosion, Lacrymogène, Lacrymogène, Pet, pet",Gaz,Gaz,Normal mode,Turn-based • 1 move per day,Français,Standard,1
476458559,17,"Movember, Adolf, Beard, Poirot, Behåret",Mustache,overskæg,Friendly mode,No time limit • with friends only,English,Standard,0
476458559,34,"Buket, Flowers, Pottery, potte, blomsterbeholder",Vase,Vase,Friendly mode,No time limit • with friends only,English,Standard,1
476468847,90,"Intempérie, mousson, Météores, Goutte, Gouttes",Pluie,Pluie,Friendly mode,No time limit • with friends only,Français,Standard,1
476564427,10,"Usatoday, Wallstreet, Postbulletin, Paperboy",Newspaper,Newspaper,Normal mode,Turn-based • 1 move per day,English,Standard,1
476589521,72,"Blackbeard, Plank, Freebooter, Caribbean, Barbosa, Gaspar",Pirate,Pirate,Normal mode,Turn-based • 1 move per day,English,Standard,1
476603753,36,"Nassau, Caraïbes, trésor, peterpan, Tipiak, Cœur",Pirate,Pirates,Normal mode,Turn-based • 1 move per day,Français,Standard,0
476721565,104,"tétraède, Maslow, pharaon, Keops, mausolée, polygone",Pyramide,Pyramide,Normal mode,Turn-based • 1 move per day,Français,Standard,1
476724742,9,"ガンランス, GonFreecss, GreedIsland, ジビエ, bow, スナイパー",Hunter,survivalgame,Friendly mode,No time limit • with friends only,English,Standard,0
476901404,49,"Drown, Huron, Lomond, Michigan, Windermere",Lake,Lake,Normal mode,Turn-based • 1 move per day,English,Standard,1
477139520,29,"leman, Eau, Titicaca, Etang",Lake,Lake,Normal mode,Turn-based • 2 moves per day,English,Standard,1
477139520,66,"boulangerie, Magie, sorcier, Sorcier",Wand,Wand,Normal mode,Turn-based • 2 moves per day,English,Standard,1
477140126,42,"Petit, Écolier, Speculoos, Oreo, dessert, blé",Biscuit,Gâteau,Normal mode,Turn-based • 3 moves per day,Français,Standard,0
477477285,45,"elbow, Table, Wimbelton, Venus, Venus, Venus",Tennis,Tennis,Normal mode,Turn-based • 1 move per day,English,Standard,1
477589321,75,"Biberon, Maman, Landeau, enfant, cadum, Cadum",Bébé,bébé,Normal mode,Turn-based • 1 move per day,Français,Standard,0
477598990,31,"Fred, llit, Tapament, Sofà, Tapar, tapar",Blanket,Manta,Normal mode,Turn-based • 1 move per day,English,Standard,0
477598990,44,"Peix, Conserva, Vermella, Claro, Serenates, Grup",Tuna,Atun,Normal mode,Turn-based • 1 move per day,English,Standard,0
477821277,36,"Hoyts, Film, Moive, Orpheum",Cinema,Theatre,Friendly mode,No time limit • with friends only,English,Standard,0
477997297,51,"burguer, Carlos, Queen, Husband, tokyo, Tokyo",King,King,Normal mode,Turn-based • 1 move per day,English,Standard,1
478016852,59,"Felkapaszkodik, fal, kötél, Kúszik, hegyek, Hegy",Climb,climbing,Normal mode,Turn-based • 4 moves per day,English,Standard,0
478016852,99,"Íjpuska, vadásztőr, Hatlövetű, Revolver, Haboruhoz, Harceszköz",Weapon,weapon,Normal mode,Turn-based • 4 moves per day,English,Standard,0
478018515,54,"Третье, Сладкое, Торт, Мороженое, Вкусняшка, Вкусняшка",Dessert,dessert,Normal mode,Turn-based • 2 moves per day,English,Standard,0
478065343,61,"Tonnerre, Tempête, Désespoir, Éclair, Eclair, Éclair",Orage,Orage,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
478154857,15,"Sécurité, Verrouillage, Code, Verrouillé",Cadenas,Cadenas,Normal mode,Turn-based • 1 move per 2 days,Français,Standard,1
478170756,20,"Emberek, Összejátszás, Csapat, Gyűrűje",Alliance,Basketball,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
478170756,37,"Hang, Bomba, Robbanás, Robbanás",Bang,Loud,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
478170756,43,"Arany, Vagyon, Kalóz, Kalóz",Treasure,Rich,Normal mode,Turn-based • 1 move per 2 days,English,Standard,0
478382955,55,"WWW, Maître, Tableau, Araignée, cirée, cirée",Toile,Toile,Normal mode,Turn-based • 2 moves per day,Français,Standard,1
478416865,115,"Maïs, Soya, Cornpop, Blé, Orge, Orge",Céréale,Céréales,Friendly mode,No time limit • with friends only,Français,Infinite,0
478416865,1205,"Position, Soccer, Armée, Protège, Antiaérienne, Nationale",Défense,Défense,Friendly mode,No time limit • with friends only,Français,Infinite,1
478416865,1211,"Garçon, Aubergiste, Busboy, Pourboire, Métier, Métier",Serveur,Serveur,Friendly mode,No time limit • with friends only,Français,Infinite,1
478416865,173,"Yogourt, You, Digestif, Digestif, Dentifrice, Dentifrice",Tube,Grec,Friendly mode,No time limit • with friends only,Français,Infinite,0
478416865,337,"Avignon, Davignon, Laviolette, Laviolette, Champlain, Champlain",Pont,Pont,Friendly mode,No time limit • with friends only,Français,Infinite,1
478416865,380,"Feuille, Tronc, Séquoia, Merisier, Frêne, Frêne",Arbre,Arbre,Friendly mode,No time limit • with friends only,Français,Infinite,1
